datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
1997-11-06,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-07,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-10,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-11,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-12,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-13,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-14,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-17,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-18,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-19,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-20,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-21,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-24,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-25,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-26,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-11-28,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-01,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-02,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-03,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-04,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-05,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-08,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-09,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-10,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-11,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-12,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-15,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-16,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-17,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-18,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-19,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-22,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-23,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-24,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-26,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-29,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-30,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1997-12-31,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-02,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-05,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-06,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-07,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-08,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-09,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-12,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-13,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-14,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-15,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-16,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-20,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-21,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-22,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-23,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-26,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-27,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-28,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-29,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-01-30,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-02,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-03,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-04,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-05,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-06,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-09,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-10,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-11,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-12,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-13,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-17,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-18,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-19,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-20,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-23,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-24,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-25,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-26,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-02-27,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-02,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-03,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-04,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-05,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-06,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-09,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-10,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-11,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-12,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-13,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-16,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-17,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-18,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-19,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-20,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-23,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-24,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-25,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-26,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-27,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-30,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-03-31,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-04-01,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-04-02,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-04-03,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-04-06,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-04-07,0.0,99824.51939999999,10.4,99824.51939999999,0.0,0.9982451940000002,0.0019097970000000464
1998-04-08,83.13520000000001,99738.4215,11.700000000000001,99821.5567,-2.967908102935457e-05,0.9982155670000004,0.0019394239999999119
1998-04-09,85.2136,99738.4215,11.700000000000001,99823.6351,2.0821153954297955e-05,0.9982363510000004,0.0019186399999998605
1998-04-13,87.9155,99738.4215,11.700000000000001,99826.337,2.706673622232536e-05,0.9982633700000004,0.0018916209999998435
1998-04-14,89.5782,99738.4215,11.700000000000001,99827.9997,1.6655925179298592e-05,0.9982799970000004,0.0018749939999999077
1998-04-15,91.2409,99738.4215,11.700000000000001,99829.6624,1.665564776409667e-05,0.9982966240000003,0.001858366999999972
1998-04-16,95.18979999999999,99738.4215,11.700000000000001,99833.61129999999,3.955637938712897e-05,0.9983361130000001,0.0018188780000001348
1998-04-17,92.90360000000001,99738.4215,11.700000000000001,99831.3251,-2.2900103183842724e-05,0.9983132510000002,0.0018417400000000361
1998-04-20,96.43690000000001,99738.4215,11.700000000000001,99834.8584,3.539269859897942e-05,0.9983485840000003,0.0018064070000000099
1998-04-21,96.43690000000001,99738.4215,11.700000000000001,99834.8584,0.0,0.9983485840000003,0.0018064070000000099
1998-04-22,91.4487,99738.4215,11.700000000000001,99829.87019999999,-4.996451219496656e-05,0.9982987020000001,0.001856289000000122
1998-04-23,92.0723,99738.4215,11.700000000000001,99830.4938,6.246627374695279e-06,0.9983049380000002,0.0018500530000000737
1998-04-24,92.90360000000001,99738.4215,11.700000000000001,99831.3251,8.327114976225403e-06,0.9983132510000002,0.0018417400000000361
1998-04-27,92.2801,99738.4215,11.700000000000001,99830.7016,-6.245534649340634e-06,0.9983070160000003,0.0018479750000000017
1998-04-28,89.5782,99738.4215,11.700000000000001,99827.9997,-2.706482030778723e-05,0.9982799970000003,0.0018749940000000187
1998-04-29,89.786,99738.4215,11.700000000000001,99828.20749999999,2.081580324331256e-06,0.9982820750000002,0.0018729160000000578
1998-04-30,91.0331,99738.4215,11.700000000000001,99829.4546,1.2492461111346387e-05,0.9982945460000003,0.0018604449999999328
1998-05-01,93.1114,99738.4215,11.700000000000001,99831.53289999999,2.0818505002573318e-05,0.9983153290000003,0.0018396619999999642
1998-05-04,96.6447,99738.4215,11.700000000000001,99835.0662,3.53926249290204e-05,0.9983506620000004,0.0018043289999998269
1998-05-05,98.7231,99738.4215,11.700000000000001,99837.1446,2.0818336473382715e-05,0.9983714460000004,0.0017835449999998865
1998-05-06,100.80149999999999,99738.4215,11.700000000000001,99839.223,2.081790307939535e-05,0.9983922300000004,0.001762760999999835
1998-05-07,100.38579999999999,99738.4215,11.700000000000001,99838.8073,-4.163694262704354e-06,0.9983880730000004,0.0017669179999998397
1998-05-08,101.21709999999999,99738.4215,11.700000000000001,99839.63859999999,8.326421583770838e-06,0.9983963860000005,0.0017586049999998021
1998-05-11,102.87979999999999,99738.4215,11.700000000000001,99841.30129999999,1.6653706116365186e-05,0.9984130130000005,0.0017419779999997553
1998-05-12,100.17790000000002,99738.4215,11.700000000000001,99838.59939999999,-2.70619469580069e-05,0.9983859940000005,0.0017689969999997723
1998-05-13,101.21709999999999,99738.4215,11.700000000000001,99839.63859999999,1.040879986535792e-05,0.9983963860000005,0.0017586049999998021
1998-05-14,99.9701,99738.4215,11.700000000000001,99838.3916,-1.2490029185574514e-05,0.9983839160000005,0.0017710749999997333
1998-05-15,98.3074,99738.4215,11.700000000000001,99836.7289,-1.6653914124198366e-05,0.9983672890000005,0.00178770199999978
1998-05-18,94.7742,99738.4215,11.700000000000001,99833.1957,-3.5389781285255495e-05,0.9983319570000004,0.0018230339999998346
1998-05-19,97.6839,99738.4215,11.700000000000001,99836.1054,2.914561614097977e-05,0.9983610540000004,0.0017939369999998567
1998-05-20,98.3074,99738.4215,11.700000000000001,99836.7289,6.245235603996591e-06,0.9983672890000005,0.00178770199999978
1998-05-21,96.02120000000001,99738.4215,11.700000000000001,99834.4427,-2.289938808286429e-05,0.9983444270000005,0.0018105639999997925
1998-05-22,92.69579999999999,99738.4215,11.700000000000001,99831.1173,-3.330914572230448e-05,0.9983111730000005,0.001843817999999775
1998-05-26,88.74690000000001,99738.4215,11.700000000000001,99827.1684,-3.955580290804228e-05,0.9982716840000004,0.0018833069999998342
1998-05-27,88.9547,99738.4215,11.700000000000001,99827.3762,2.0815976586874285e-06,0.9982737620000006,0.0018812289999996512
1998-05-28,91.2409,99738.4215,11.700000000000001,99829.6624,2.2901533497377002e-05,0.9982966240000006,0.0018583669999996388
1998-05-29,88.539,99738.4215,11.700000000000001,99826.9605,-2.706510204530943e-05,0.9982696050000006,0.0018853859999996558
1998-06-01,87.292,99738.4215,11.700000000000001,99825.7135,-1.24916154289334e-05,0.9982571350000006,0.001897855999999698
1998-06-02,89.3704,99738.4215,11.700000000000001,99827.7919,2.0820286949385647e-05,0.9982779190000005,0.0018770719999997576
1998-06-03,87.4998,99738.4215,11.700000000000001,99825.9213,-1.8738268816598236e-05,0.9982592130000006,0.001895777999999626
1998-06-04,89.1625,99738.4215,11.700000000000001,99827.584,1.66559945387057e-05,0.9982758400000006,0.0018791509999996903
1998-06-05,89.3704,99738.4215,11.700000000000001,99827.7919,2.0825907196542204e-06,0.9982779190000006,0.0018770719999996466
1998-06-08,90.61739999999999,99738.4215,11.700000000000001,99829.0389,1.2491511394374655e-05,0.9982903890000006,0.0018646019999997154
1998-06-09,93.9428,99738.4215,11.700000000000001,99832.3643,3.33109487644645e-05,0.9983236430000005,0.0018313479999997329
1998-06-10,93.3193,99738.4215,11.700000000000001,99831.7408,-6.2454696367897355e-06,0.9983174080000005,0.0018375829999998095
1998-06-11,92.48790000000001,99738.4215,11.700000000000001,99830.90939999999,-8.328012647607075e-06,0.9983090940000003,0.0018458969999999297
1998-06-12,93.52709999999999,99738.4215,11.700000000000001,99831.9486,1.0409601657990208e-05,0.9983194860000004,0.0018355049999998485
1998-06-15,91.4487,99738.4215,11.700000000000001,99829.87019999999,-2.081898659855863e-05,0.9982987020000003,0.001856289000000011
1998-06-16,93.1114,99738.4215,11.700000000000001,99831.53289999999,1.6655335689286233e-05,0.9983153290000002,0.0018396620000000752
1998-06-17,93.52709999999999,99738.4215,11.700000000000001,99831.9486,4.164014995478027e-06,0.9983194860000004,0.0018355049999998485
1998-06-18,90.82520000000001,99738.4215,11.700000000000001,99829.2467,-2.7064482241323518e-05,0.9982924670000004,0.0018625239999998655
1998-06-19,89.9939,99738.4215,11.700000000000001,99828.4154,-8.327219001347252e-06,0.9982841540000003,0.001870837000000014
1998-06-22,91.0331,99738.4215,11.700000000000001,99829.4546,1.0409861719518076e-05,0.9982945460000002,0.0018604450000000439
1998-06-23,92.48790000000001,99738.4215,11.700000000000001,99830.90939999999,1.457285333095193e-05,0.9983090940000001,0.0018458970000001518
1998-06-24,93.9428,99738.4215,11.700000000000001,99832.3643,1.4573642659998498e-05,0.9983236430000003,0.001831347999999955
1998-06-25,94.98200000000001,99738.4215,11.700000000000001,99833.4035,1.0409449954229544e-05,0.9983340350000003,0.0018209559999999847
1998-06-26,93.735,99738.4215,11.700000000000001,99832.1565,-1.2490809251031187e-05,0.9983215650000002,0.0018334260000000269
1998-06-29,95.39770000000001,99738.4215,11.700000000000001,99833.8192,1.6654954258177312e-05,0.9983381920000003,0.00181679899999998
1998-06-30,95.39770000000001,99738.4215,11.700000000000001,99833.8192,0.0,0.9983381920000003,0.00181679899999998
1998-07-01,99.55440000000002,99738.4215,11.700000000000001,99837.97589999999,4.163619135577612e-05,0.9983797590000002,0.001775232000000071
1998-07-02,96.43690000000001,99738.4215,11.700000000000001,99834.8584,-3.1225592985961725e-05,0.9983485840000003,0.0018064070000000099
1998-07-06,101.00930000000001,99738.4215,11.700000000000001,99839.4308,4.5799634248888665e-05,0.9983943080000004,0.001760682999999874
1998-07-07,101.42500000000001,99738.4215,11.700000000000001,99839.8465,4.163685596525468e-06,0.9983984650000003,0.0017565259999999805
1998-07-08,108.2836,99738.4215,11.700000000000001,99846.70509999999,6.869601907877332e-05,0.9984670510000001,0.0016879400000001654
1998-07-09,105.37389999999999,99738.4215,11.700000000000001,99843.7954,-2.9141672697963195e-05,0.9984379540000001,0.0017170370000001434
1998-07-10,106.62089999999999,99738.4215,11.700000000000001,99845.04239999999,1.2489509187751935e-05,0.9984504240000001,0.0017045670000002122
1998-07-13,112.85610000000001,99738.4215,11.700000000000001,99851.2776,6.244876911387642e-05,0.9985127760000001,0.001642215000000169
1998-07-14,111.1934,99738.4215,11.700000000000001,99849.6149,-1.6651764904396238e-05,0.9984961490000002,0.0016588420000001047
1998-07-15,114.51879999999998,99738.4215,11.700000000000001,99852.9403,3.3304084380514354e-05,0.998529403,0.0016255880000002332
1998-07-16,124.7028,99738.4215,11.700000000000001,99863.1243,0.00010198998616761656,0.998631243,0.0015237480000003245
1998-07-17,122.6245,99738.4215,11.700000000000001,99861.046,-2.0811485866856216e-05,0.9986104600000001,0.0015445310000001822
1998-07-20,120.54610000000001,99738.4215,11.700000000000001,99858.9676,-2.08129203853602e-05,0.9985896760000001,0.0015653150000001226
1998-07-21,118.4677,99738.4215,11.700000000000001,99856.88919999999,-2.081335357217995e-05,0.998568892,0.001586099000000285
1998-07-22,116.3893,99738.4215,11.700000000000001,99854.81079999999,-2.0813786776763266e-05,0.9985481079999999,0.0016068830000003365
1998-07-23,116.1815,99738.4215,11.700000000000001,99854.603,-2.0810214181876674e-06,0.9985460300000001,0.0016089610000001864
1998-07-24,115.35010000000001,99738.4215,11.700000000000001,99853.7716,-8.326105908285086e-06,0.998537716,0.0016172750000003067
1998-07-27,114.51879999999998,99738.4215,11.700000000000001,99852.9403,-8.325173768253258e-06,0.9985294030000001,0.0016255880000001222
1998-07-28,111.8169,99738.4215,11.700000000000001,99850.2384,-2.705879257913768e-05,0.9985023840000002,0.0016526070000000281
1998-07-29,116.805,99738.4215,11.700000000000001,99855.22649999999,4.9955814627189454e-05,0.9985522650000002,0.0016027260000001098
1998-07-30,121.3774,99738.4215,11.700000000000001,99859.7989,4.5790292208636174e-05,0.9985979890000001,0.001557002000000196
1998-07-31,115.14229999999999,99738.4215,11.700000000000001,99853.5638,-6.243853951914957e-05,0.9985356380000001,0.0016193530000001566
1998-08-03,116.805,99738.4215,11.700000000000001,99855.22649999999,1.665138365325447e-05,0.9985522649999999,0.0016027260000003318
1998-08-04,113.6874,99738.4215,11.700000000000001,99852.10889999999,-3.1221200023967555e-05,0.998521089,0.0016339020000002424
1998-08-05,119.7147,99738.4215,11.700000000000001,99858.1362,6.036227042582887e-05,0.9985813620000001,0.0015736290000001318
1998-08-06,122.6245,99738.4215,11.700000000000001,99861.046,2.9139338172612383e-05,0.9986104600000003,0.0015445309999999601
1998-08-07,121.3774,99738.4215,11.700000000000001,99859.7989,-1.2488353066220093e-05,0.9985979890000002,0.001557002000000085
1998-08-10,126.15769999999999,99738.4215,11.700000000000001,99864.5792,4.787011442708433e-05,0.9986457920000003,0.0015091990000000166
1998-08-11,129.691,99738.4215,11.700000000000001,99868.1125,3.5380913115723445e-05,0.9986811250000004,0.0014738659999998793
1998-08-12,133.2242,99738.4215,11.700000000000001,99871.6457,3.5378660030227493e-05,0.9987164570000003,0.0014385339999999358
1998-08-13,131.1458,99738.4215,11.700000000000001,99869.5673,-2.0810711442997842e-05,0.9986956730000003,0.0014593179999999872
1998-08-14,134.6791,99738.4215,11.700000000000001,99873.10059999999,3.537914597528946e-05,0.9987310060000002,0.001423985000000072
1998-08-17,139.45929999999998,99738.4215,11.700000000000001,99877.8808,4.7862737526882526e-05,0.9987788080000003,0.0013761829999999753
1998-08-18,141.5377,99738.4215,11.700000000000001,99879.9592,2.080941228777e-05,0.9987995920000002,0.0013553990000000349
1998-08-19,136.3418,99738.4215,11.700000000000001,99874.76329999999,-5.2021446961147966e-05,0.9987476330000002,0.0014073580000000252
1998-08-20,135.0947,99738.4215,11.700000000000001,99873.5162,-1.2486637853137417e-05,0.9987351620000003,0.001419828999999928
1998-08-21,142.9926,99738.4215,11.700000000000001,99881.4141,7.907902215209539e-05,0.9988141410000002,0.00134085000000006
1998-08-24,136.9653,99738.4215,11.700000000000001,99875.3868,-6.0344560139813375e-05,0.9987538680000001,0.0014011230000001706
1998-08-25,135.7182,99738.4215,11.700000000000001,99874.1397,-1.2486559901825345e-05,0.9987413970000001,0.0014135940000001845
1998-08-26,134.26340000000002,99738.4215,11.700000000000001,99872.6849,-1.4566333230825457e-05,0.998726849,0.0014281420000002987
1998-08-27,124.7028,99738.4215,11.700000000000001,99863.1243,-9.572787604106292e-05,0.9986312430000001,0.0015237480000002135
1998-08-28,113.6874,99738.4215,11.700000000000001,99852.10889999999,-0.00011030498071451511,0.998521089,0.0016339020000002424
1998-08-31,103.7112,99738.4215,11.700000000000001,99842.1327,-9.990975763951582e-05,0.9984213270000001,0.0017336640000001902
1998-09-01,113.47959999999999,99738.4215,11.700000000000001,99851.9011,9.783845492705723e-05,0.998519011,0.0016359800000003144
1998-09-02,118.2599,99738.4215,11.700000000000001,99856.6814,4.787390072036324e-05,0.9985668139999999,0.001588177000000357
1998-09-03,115.14229999999999,99738.4215,11.700000000000001,99853.5638,-3.122074513484119e-05,0.9985356379999999,0.0016193530000003786
1998-09-04,116.805,99738.4215,11.700000000000001,99855.22649999999,1.665138365325447e-05,0.9985522649999997,0.0016027260000005539
1998-09-08,127.19690000000001,99738.4215,11.700000000000001,99865.61839999999,0.0001040696652969686,0.9986561839999998,0.0014988070000004905
1998-09-09,124.2872,99738.4215,11.700000000000001,99862.7087,-2.9136153629316652e-05,0.9986270869999999,0.0015279040000003574
1998-09-10,126.78120000000001,99738.4215,11.700000000000001,99865.2027,2.4974287524015537e-05,0.9986520269999999,0.001502964000000384
1998-09-11,125.1185,99738.4215,11.700000000000001,99863.54,-1.664944299961668e-05,0.9986354,0.0015195910000003199
1998-09-14,123.6636,99738.4215,11.700000000000001,99862.0851,-1.4568880694620923e-05,0.998620851,0.0015341400000002947
1998-09-15,126.9891,99738.4215,11.700000000000001,99865.4106,3.3300926940205144e-05,0.998654106,0.0015008850000002294
1998-09-16,124.0793,99738.4215,11.700000000000001,99862.5008,-2.9137215603713962e-05,0.998625008,0.00152998300000029
1998-09-17,119.7147,99738.4215,11.700000000000001,99858.1362,-4.3706095531725886e-05,0.9985813619999999,0.0015736290000003539
1998-09-18,122.20879999999998,99738.4215,11.700000000000001,99860.63029999999,2.497643251619941e-05,0.9986063029999999,0.0015486880000004088
1998-09-21,122.8323,99738.4215,11.700000000000001,99861.25379999999,6.24370182844558e-06,0.9986125379999998,0.0015424530000004433
1998-09-22,123.04010000000001,99738.4215,11.700000000000001,99861.4616,2.0808871519228944e-06,0.9986146159999999,0.0015403750000003713
1998-09-23,127.40469999999999,99738.4215,11.700000000000001,99865.8262,4.370655035557114e-05,0.998658262,0.0014967290000003075
1998-09-24,128.0282,99738.4215,11.700000000000001,99866.4497,6.243376976078352e-06,0.9986644969999999,0.001490494000000342
1998-09-25,128.85959999999997,99738.4215,11.700000000000001,99867.2811,8.325118220353644e-06,0.9986728109999999,0.0014821800000003327
1998-09-28,129.8988,99738.4215,11.700000000000001,99868.32029999999,1.0405810477287503e-05,0.998683203,0.0014717880000002515
1998-09-29,131.3537,99738.4215,11.700000000000001,99869.7752,1.4568183340335494e-05,0.9986977520000002,0.0014572390000000546
1998-09-30,126.78120000000001,99738.4215,11.700000000000001,99865.2027,-4.578462293369778e-05,0.9986520270000002,0.001502964000000051
1998-10-01,118.6755,99738.4215,11.700000000000001,99857.097,-8.116641012934078e-05,0.9985709700000003,0.001584020999999991
1998-10-02,116.5972,99738.4215,11.700000000000001,99855.0187,-2.081274203269423e-05,0.9985501870000003,0.0016048039999999597
1998-10-05,107.03659999999999,99738.4215,11.700000000000001,99845.4581,-9.574481207319518e-05,0.9984545810000004,0.0017004099999998745
1998-10-06,108.2836,99738.4215,11.700000000000001,99846.70509999999,1.2489301203233438e-05,0.9984670510000002,0.0016879400000000544
1998-10-07,106.2052,99738.4215,11.700000000000001,99844.6267,-2.0815909728022497e-05,0.9984462670000002,0.0017087240000001058
1998-10-08,102.4642,99738.4215,11.700000000000001,99840.8857,-3.746821560302038e-05,0.9984088570000001,0.0017461340000001213
1998-10-09,116.805,99738.4215,11.700000000000001,99855.22649999999,0.00014363654628501976,0.998552265,0.0016027260000002208
1998-10-12,124.495,99738.4215,11.700000000000001,99862.91649999999,7.701149223282577e-05,0.9986291650000002,0.0015258260000000634
1998-10-13,128.85959999999997,99738.4215,11.700000000000001,99867.2811,4.370591359603715e-05,0.9986728110000002,0.0014821800000001106
